cliente,entrega,devolución,masa_tortilla,masa_tamal,repartidor,fecha
tito,8.0,0.0,0.0,0.0,flor,2021-02-06
remedios,14.5,0.0,0.0,0.0,,2025-04-23
cactus,2.0,0.0,0.0,0.0,arturo,2025-11-03
amparo,4.5,0.0,0.0,0.0,flor,2023-04-25
villa_real,1.5,0.0,0.0,0.0,julia,2025-02-27
roja_2,3.0,0.0,0.0,0.0,,2023-11-13
leonor,3.0,0.5,0.0,0.0,diana,2022-05-10
materno_inf,3.0,2.0,0.0,0.0,arturo,2021-11-05
tito,5.5,1.5,0.0,0.0,,2025-06-12
roberto,23.5,0.0,0.0,0.0,,2025-07-17
estrella,10.5,0.0,0.0,0.0,cesar,2022-06-23
tito,5.0,0.0,0.0,0.0,german,2024-12-18
france,0.5,0.0,0.0,0.0,german,2025-02-01
arroyo,10.0,0.5,0.0,0.0,arturo,2024-01-18
cactus,7.0,0.0,0.0,0.0,,2020-12-15
estrella,8.0,5.0,0.0,0.0,diana,2022-08-03
ancla,12.5,0.0,0.0,0.0,,2023-04-04
remedios,14.5,0.0,0.0,0.0,flor,2022-07-26
cactus,9.0,0.0,0.0,0.0,flor,2022-10-08
remedios,13.0,1.0,0.0,0.0,,2023-09-27
paraiso,0.5,0.0,0.0,0.0,diana,2022-11-18
bibi,6.5,0.0,0.0,0.0,arturo,2023-06-13
gordillo,6.5,0.0,0.0,0.0,,2025-12-08
arroyo,12.5,0.0,0.0,0.0,,2021-10-15
concha,10.0,0.5,0.0,0.0,,2021-11-19
san_uriel_s,3.0,0.0,0.0,0.0,hilda,2024-10-23
pastora,5.5,0.0,0.0,0.0,diana,2024-02-09
estrella,7.0,0.0,0.0,0.0,cesar,2023-10-27
patricia,7.5,0.0,0.0,0.0,,2020-09-02
remedios,13.0,0.0,0.0,0.0,arturo,2021-10-02
xavier,10.5,2.0,0.0,0.0,edgar,2025-09-16
lalo,16.5,0.0,0.0,0.0,ivan,2022-10-11
estrella,4.5,0.0,0.0,0.0,berta,2025-08-11
villa_real,13.0,0.0,0.0,0.0,arturo,2023-07-14
xavier,10.0,0.0,0.0,0.0,berta,2022-06-20
ancla,4.5,0.0,0.0,0.0,,2024-07-09
bibi,0.5,1.5,0.0,0.0,arturo,2025-05-06
clinica_central,2.5,0.0,0.0,0.0,flor,2021-08-18
colinas,5.5,0.0,0.0,0.0,ivan,2025-04-28
marta,1.5,5.0,0.0,0.0,berta,2021-07-19
estrella,12.0,0.0,0.0,0.0,hilda,2021-05-17
tito,8.5,0.0,0.0,0.0,cesar,2024-04-05
hacienda,1.0,0.0,0.0,0.0,cesar,2025-02-10
colinas,13.0,0.0,0.0,0.0,,2020-09-28
colinas,4.0,0.0,0.0,0.0,cesar,2024-08-17
lalo,10.0,0.5,0.0,0.0,cesar,2021-08-11
roberto,12.0,0.0,0.0,0.0,,2025-04-01
colinas,7.0,0.0,0.0,0.0,diana,2021-03-05
mariela,10.0,2.0,0.0,0.0,diana,2022-12-23
xavier,4.5,0.0,0.0,0.0,berta,2025-12-06
colinas,6.5,1.0,0.0,0.0,,2024-12-09
marta,10.0,0.0,0.0,0.0,flor,2022-05-16
socorro,5.5,3.0,0.0,0.0,,2023-03-06
tito,7.5,3.0,0.0,0.0,,2025-07-16
tito,7.0,0.0,0.0,0.0,arturo,2022-03-07
lalo,4.5,0.0,0.0,0.0,,2025-03-10
estrella,9.5,0.0,0.0,0.0,edgar,2025-07-28
gordillo,6.5,0.5,0.0,0.0,edgar,2023-01-14
arroyo,4.0,0.0,0.0,0.0,,2024-08-06
remedios,11.5,0.0,0.0,0.0,,2022-07-16
amparo,4.0,0.0,0.0,0.0,edgar,2023-08-25
leonor,3.0,0.0,0.0,0.0,arturo,2021-09-18
escalera,3.5,0.0,0.0,0.0,flor,2020-12-12
estrella,12.5,0.0,0.0,0.0,hilda,2025-08-13
chayo,7.0,0.0,0.0,0.0,arturo,2020-09-05
san_uriel_s,1.5,5.0,0.0,0.0,diana,2024-05-17
hacienda,2.5,0.0,0.0,0.0,german,2021-04-13
roja_2,4.0,1.0,0.0,0.0,edgar,2023-09-13
xavier,5.0,0.0,0.0,0.0,berta,2022-05-07
roberto,7.0,2.5,0.0,0.0,,2023-06-21
paraiso,7.5,0.0,0.0,0.0,arturo,2023-10-17
norma_l,6.0,1.5,0.0,0.0,berta,2025-04-15
estrella,13.0,2.5,0.0,0.0,german,2025-07-12
bibi,3.5,0.0,0.0,0.0,arturo,2021-08-03
roberto,20.0,0.0,0.0,0.0,german,2021-08-12
xavier,9.5,0.0,0.0,0.0,edgar,2024-08-05
tequileria,2.0,0.0,0.0,0.0,,2024-06-07
lalo,24.0,0.0,0.0,0.0,german,2025-04-17
hacienda,3.5,1.0,0.0,0.0,cesar,2025-08-20
tequileria,9.0,0.0,0.0,0.0,flor,2023-11-28
marta,6.0,0.0,0.0,0.0,,2022-10-18
patricia,3.0,0.0,0.0,0.0,diana,2026-02-16
patricia,3.5,0.0,0.0,0.0,,2023-01-26
estrella,12.5,2.5,0.0,0.0,julia,2025-06-09
estrella,9.0,0.0,0.0,0.0,berta,2022-04-05
estrella,7.5,0.0,0.0,0.0,ivan,2025-11-10
arroyo,6.0,3.0,0.0,0.0,arturo,2022-05-31
colinas,5.5,3.0,0.0,0.0,,2026-01-16
arroyo,5.0,1.0,0.0,0.0,,2023-12-21
mariela,12.5,0.0,0.0,0.0,berta,2023-06-03
ciruela,6.0,0.0,0.0,0.0,,2022-12-31
estrella,10.5,0.5,0.0,0.0,berta,2025-02-20
tito,7.5,0.0,0.0,0.0,berta,2023-06-01
bibi,4.0,1.0,0.0,0.0,arturo,2024-03-06
amparo,5.5,2.0,0.0,0.0,,2025-05-08
leonor,7.0,0.0,0.0,0.0,,2022-05-17
villa_real,5.0,0.0,0.0,0.0,,2023-08-12
marta,6.0,0.5,0.0,0.0,arturo,2023-05-29
roberto,16.5,0.0,0.0,0.0,hilda,2021-03-15
ciruela,5.5,0.0,0.0,0.0,cesar,2022-05-27
paraiso,3.5,0.0,0.0,0.0,,2024-05-10
arroyo,7.5,0.0,0.0,0.0,ivan,2021-02-23
roberto,12.0,3.5,0.0,0.0,diana,2023-09-06
ancla,5.5,1.0,0.0,0.0,hilda,2022-11-01
patricia,4.5,0.0,0.0,0.0,,2024-05-08
tito,3.5,0.0,0.0,0.0,arturo,2023-04-22
patricia,3.5,2.5,0.0,0.0,cesar,2023-06-10
ancla,8.5,0.0,0.0,0.0,diana,2023-03-22
remedios,19.5,6.0,0.0,0.0,diana,2024-03-29
paraiso,1.0,0.0,0.0,0.0,,2023-06-10
roberto,14.0,0.5,0.0,0.0,berta,2022-11-02
ancla,6.0,0.0,0.0,0.0,diana,2021-03-02
marta,9.5,0.0,0.0,0.0,,2024-07-01
roja_2,2.5,3.5,0.0,0.0,edgar,2022-02-09
lalo,6.5,0.5,0.0,0.0,,2026-01-15
paraiso,3.0,0.0,0.0,0.0,,2023-11-23
remedios,11.5,3.0,0.0,0.0,cesar,2024-09-19
chayo,9.5,0.0,0.0,0.0,cesar,2023-08-14
lalo,19.0,0.0,0.0,0.0,edgar,2023-11-16
concha,10.5,0.0,0.0,0.0,berta,2024-03-12
leonor,6.5,0.0,0.0,0.0,,2026-02-26
remedios,14.5,8.0,0.0,0.0,cesar,
roberto,13.0,0.5,0.0,0.0,julia,2021-05-03
mercadito,10.0,1.5,0.0,0.0,arturo,2023-01-17
lalo,12.5,0.0,0.0,0.0,edgar,2025-11-18
mercadito,11.0,0.0,0.0,0.0,flor,2021-11-17
amparo,4.0,3.0,0.0,0.0,diana,2024-08-01
lalo,15.0,0.0,0.0,0.0,,2025-06-06
leonor,6.0,2.0,0.0,0.0,edgar,2021-12-01
roberto,14.5,0.0,0.0,0.0,berta,2021-10-27
xavier,2.5,4.0,0.0,0.0,,2021-10-30
patricia,2.5,2.0,0.0,0.0,,2022-02-09
leonor,2.5,0.0,0.0,0.0,german,2022-03-14
france,2.5,2.5,0.0,0.0,julia,2022-02-26
roja_2,2.5,0.0,0.0,0.0,flor,2022-07-05
ancla,3.5,0.0,0.0,0.0,ivan,2020-12-16
bibi,2.0,0.0,0.0,0.0,berta,2023-11-21
lalo,18.0,1.5,0.0,0.0,edgar,2021-02-09
clinica_central,15.5,4.0,0.0,0.0,diana,2023-08-19
lalo,23.0,0.0,0.0,0.0,arturo,2022-11-19
patricia,4.0,0.0,0.0,0.0,berta,2021-05-17
ancla,6.5,0.0,0.0,0.0,,2023-04-07
socorro,4.0,5.5,0.0,0.0,diana,2020-09-17
remedios,14.5,1.0,0.0,0.0,cesar,2020-09-10
estrella,9.5,0.0,0.0,0.0,,2022-12-31
colinas,5.0,0.5,0.0,0.0,,2024-05-23
ciruela,3.5,2.0,0.0,0.0,diana,2025-07-08
concha,8.0,0.0,0.0,0.0,arturo,2024-02-16
estrella,11.5,0.5,0.0,0.0,,2022-01-27
lalo,16.5,0.0,0.0,0.0,,2025-11-27
colinas,7.0,0.0,0.0,0.0,,2023-08-15
materno_inf,13.0,4.5,0.0,0.0,,2022-10-24
chakas,3.0,0.0,0.0,0.0,cesar,2025-11-20
clinica_central,2.5,0.0,0.0,0.0,,2023-10-13
estrella,4.0,6.5,0.0,0.0,,2020-11-07
fausto,5.5,0.5,0.0,0.0,,2023-09-12
mariela,12.5,0.0,0.0,0.0,ivan,2025-10-20
marta,15.0,0.0,0.0,0.0,hilda,2020-07-28
leonor,6.5,0.5,0.0,0.0,,2022-03-19
bibi,0.5,0.0,0.0,0.0,,2021-06-18
xavier,2.5,4.5,0.0,0.0,flor,2025-05-19
lalo,25.0,0.0,0.0,0.0,,2022-05-21
roberto,18.0,0.0,0.0,0.0,julia,2024-04-23
dona_mary,9.0,0.0,0.0,0.0,,2024-03-11
lalo,7.0,0.5,0.0,0.0,arturo,2021-11-16
estrella,8.0,0.0,0.0,0.0,,2025-02-18
ciruela,6.0,0.0,0.0,0.0,edgar,2021-12-28
socorro,3.0,0.5,0.0,0.0,,2021-10-19
marta,11.0,0.0,0.0,0.0,arturo,2023-01-04
marta,8.0,0.0,0.0,0.0,,2024-09-09
socorro,5.0,0.5,0.0,0.0,diana,2020-07-18
dona_mary,10.5,0.5,0.0,0.0,edgar,2020-11-14
chayo,11.5,0.5,0.0,0.0,german,2021-02-24
roberto,8.0,0.5,0.0,0.0,arturo,2021-02-04
leonor,6.5,0.0,0.0,0.0,german,2024-09-18
leonor,4.0,0.0,0.0,0.0,berta,2025-04-10
paraiso,2.5,0.0,0.0,0.0,german,2024-01-04
villa_real,4.5,0.0,0.0,0.0,arturo,2023-08-16
pastora,6.0,0.0,0.0,0.0,cesar,2022-05-27
ancla,2.5,1.5,0.0,0.0,,2021-06-23
leonor,4.5,0.0,0.0,0.0,flor,2021-09-10
lalo,16.5,7.0,3.5,0.0,berta,2025-06-04
marta,8.5,0.0,0.0,0.0,diana,2025-02-05
bibi,5.0,0.0,0.0,0.0,cesar,2020-11-10
mercadito,10.0,1.0,0.0,0.0,flor,2023-02-16
roja_2,4.0,0.0,0.0,0.0,,2023-03-22
remedios,13.0,0.0,0.0,0.0,edgar,2024-12-26
ciruela,4.5,0.0,0.0,0.0,berta,2021-09-27
leonor,3.0,2.5,0.0,0.0,,2023-10-04
cactus,8.0,5.0,0.0,0.0,flor,2022-05-05
cactus,6.5,0.0,0.0,0.0,,2023-07-13
chayo,14.0,1.0,0.0,0.0,diana,2022-01-10
tito,5.0,0.0,0.0,0.0,,2021-04-20
dona_mary,8.0,0.0,0.0,0.0,,2022-06-17
paraiso,5.5,0.5,0.0,0.0,berta,2024-10-02
clinica_central,2.5,0.0,0.0,0.0,cesar,2026-02-03
colinas,5.5,0.0,0.0,0.0,,2020-12-29
arroyo,10.0,0.0,0.0,0.0,diana,2023-03-25
estrella,14.5,2.0,0.0,0.0,,2021-08-31
leonor,5.5,0.0,0.0,0.0,flor,2025-05-28
herreria,8.5,0.0,0.0,0.0,arturo,2021-06-25
concha,14.5,0.0,0.0,0.0,berta,2023-03-29
arroyo,9.0,0.5,0.0,0.0,diana,2020-11-17
tito,6.5,0.0,0.0,0.0,berta,2020-07-04
estrella,10.0,0.0,0.0,0.0,arturo,2025-07-04
socorro,4.5,0.0,0.0,0.0,arturo,2024-09-02
leonor,4.5,1.0,0.0,0.0,,2022-02-26
bibi,0.5,0.0,0.0,0.0,german,2020-08-21
concha,9.5,7.5,0.0,0.0,edgar,2021-07-06
norma_l,1.0,1.5,0.0,0.0,cesar,2023-02-24
lalo,6.5,0.5,0.0,0.0,,2025-09-09
chayo,3.5,0.0,0.0,0.0,,2023-08-01
marta,9.0,0.0,0.0,0.0,,2025-04-23
roberto,29.0,0.0,0.0,0.0,arturo,2025-09-30
clinica_central,4.5,0.5,0.0,0.0,,2026-01-10
tequileria,5.5,0.0,0.0,0.0,,2021-11-10
concha,8.5,0.0,0.0,0.0,,2023-06-08
juarez_norte,4.5,0.0,0.0,0.0,berta,2021-03-30
remedios,16.5,0.0,0.0,0.0,berta,2025-09-24
arroyo,6.5,0.5,0.0,0.0,,2020-12-17
gordillo,2.5,0.0,0.0,0.0,,2024-01-12
ciruela,8.0,0.0,0.0,0.0,,2023-07-13
patricia,4.5,0.0,0.0,0.0,arturo,2023-05-08
paraiso,2.0,0.5,0.0,0.0,diana,2020-08-04
arroyo,3.0,0.0,0.0,0.0,,2024-07-16
lalo,26.5,2.0,0.0,0.0,arturo,2021-05-11
chayo,7.0,0.0,0.0,0.0,julia,2021-01-27
concha,12.5,0.0,0.0,0.0,,2024-04-16
clinica_central,3.0,0.0,0.0,0.0,,2020-12-25
clinica_central,9.0,10.5,0.0,0.0,cesar,2022-02-07
marta,3.5,9.5,0.0,0.0,berta,2022-03-15
ciruela,3.0,2.5,0.0,0.0,german,2025-01-25
patricia,10.0,2.0,0.0,0.0,,2023-11-02
fausto,3.5,0.0,0.0,0.0,edgar,2020-12-08
mercadito,9.0,0.5,0.0,0.0,edgar,2024-08-20
tito,6.0,0.0,0.0,0.0,arturo,2025-07-26
tito,4.5,0.0,0.0,0.0,diana,2023-08-05
concha,4.5,0.0,0.0,0.0,edgar,2021-10-22
juarez_norte,10.5,2.0,0.0,0.0,berta,2024-04-01
clinica_central,0.5,0.0,0.0,0.0,berta,2022-10-11
bibi,9.5,0.5,0.0,0.0,berta,2021-05-14
clinica_central,19.5,0.0,0.0,0.0,arturo,2025-09-06
colinas,4.5,0.5,0.0,0.0,cesar,2024-09-02
amparo,5.0,0.0,0.0,0.0,,2023-09-04
estrella,7.5,0.0,0.0,0.0,,2021-03-13
roja_2,1.5,0.0,0.0,0.0,julia,2021-05-29
ciruela,4.5,0.0,0.0,0.0,,2023-03-20
remedios,19.5,4.5,0.0,0.0,flor,2025-12-29
roberto,13.0,0.0,0.0,0.0,,2025-06-17
cactus,9.0,0.0,0.0,0.0,diana,2025-09-16
gordillo,4.0,0.0,0.0,0.0,,2025-07-22
bibi,4.0,0.0,0.0,0.0,,2022-09-28
clinica_central,13.5,0.5,0.0,0.0,,2021-02-12
cactus,6.5,4.0,0.0,0.0,ivan,2022-02-08
ciruela,6.5,1.0,0.0,0.0,,2025-06-24
estrella,11.5,0.0,0.0,0.0,,2022-12-07
mariela,12.0,2.5,0.0,0.0,edgar,2025-07-19
bibi,10.5,0.0,0.0,11.5,,2024-03-08
estrella,7.0,0.0,0.0,0.0,,2023-01-10
chayo,8.5,0.5,0.0,0.0,cesar,2025-04-23
arroyo,5.0,0.0,0.0,0.0,diana,2026-01-01
remedios,10.0,0.0,0.0,0.0,arturo,2024-04-23
san_uriel_s,1.0,1.0,0.0,0.0,flor,2025-06-24
estrella,9.5,0.0,0.0,0.0,berta,2021-12-01
marta,3.5,2.0,0.0,0.0,berta,2025-05-09
roja_2,3.0,0.0,0.0,0.0,,2025-05-26
amparo,5.0,0.0,0.0,0.0,hilda,2023-06-23
roja_2,2.5,1.5,0.0,0.0,arturo,2024-02-10
ancla,7.0,0.5,0.0,0.0,flor,2021-03-10
gordillo,7.0,0.5,0.0,0.0,german,2025-03-19
gordillo,5.5,0.5,0.0,0.0,,2020-11-03
villa_real,4.0,0.0,0.0,0.0,cesar,2026-01-09
gordillo,4.5,0.0,0.0,0.0,,2021-05-29
mercadito,7.5,3.0,0.0,0.0,,2021-02-03
patricia,4.5,0.0,0.0,0.0,diana,2024-04-24
roberto,16.0,0.0,0.0,0.0,cesar,2023-12-05
roberto,14.0,5.5,0.0,0.0,flor,2023-09-22
bibi,6.0,2.5,0.0,0.0,flor,2023-12-23
chakas,2.5,0.0,0.0,0.0,diana,2022-08-22
chayo,4.5,0.5,0.0,0.0,,2021-11-01
roja_2,3.5,0.5,0.0,0.0,arturo,2025-12-31
arroyo,7.5,0.5,0.0,0.0,,2023-04-26
cactus,8.0,0.0,0.0,0.0,,2025-12-10
patricia,4.0,0.0,0.0,0.0,cesar,2022-12-08
mariela,11.0,2.0,0.0,0.0,,2023-11-09
lalo,20.5,1.5,0.0,0.0,flor,2025-01-11
dona_mary,8.5,0.0,0.0,0.0,edgar,2025-06-25
amparo,4.5,0.0,0.0,0.0,diana,2020-11-04
tito,9.0,0.0,0.0,0.0,german,2021-01-02
mercadito,6.5,1.0,0.0,0.0,arturo,2023-11-28
patricia,5.0,4.0,0.0,0.0,arturo,2021-03-05
leonor,5.0,0.0,0.0,0.0,,2022-02-10
norma_l,2.5,0.0,0.0,0.0,flor,2023-03-07
ciruela,6.5,0.0,0.0,0.0,karla,2020-08-05
escalera,4.5,0.0,0.0,0.0,,2024-04-10
colinas,5.5,0.0,0.0,0.0,julia,2024-12-28
remedios,11.0,0.0,0.0,0.0,diana,2021-07-08
estrella,5.5,0.0,0.0,0.0,german,2025-11-18
cactus,5.5,0.0,0.0,0.0,berta,2022-11-23
norma_l,4.5,0.0,0.0,0.0,german,2025-11-25
paraiso,3.5,3.5,0.0,0.0,,2022-07-15
roberto,10.0,4.5,0.0,0.0,,2023-04-25
lalo,14.5,0.0,0.0,0.0,berta,2023-07-10
tequileria,4.5,0.0,0.0,0.0,edgar,2021-11-19
patricia,4.5,0.0,0.0,0.0,,2022-03-14
lalo,16.0,6.0,0.0,0.0,diana,2023-04-26
colinas,6.0,1.5,0.0,0.0,berta,2025-11-14
arroyo,11.5,0.5,0.0,0.0,arturo,2025-11-04
estrella,5.5,0.0,0.0,0.0,,2025-09-13
clinica_central,1.5,1.0,0.0,0.0,edgar,2024-11-15
hacienda,1.0,0.0,0.0,0.0,cesar,2024-07-15
remedios,11.0,0.0,0.0,0.0,berta,2022-05-24
ciruela,6.0,0.0,0.0,0.0,berta,2024-02-14
pastora,5.0,2.0,0.0,0.0,cesar,2021-09-04
amparo,4.5,0.0,0.0,0.0,arturo,2023-03-02
remedios,13.5,0.0,0.0,0.0,,2025-07-15
roberto,15.5,0.0,0.0,0.0,,2022-12-02
xavier,10.5,0.0,0.0,0.0,,2024-01-09
pastora,4.5,0.0,0.0,0.0,diana,2022-11-08
socorro,4.0,0.0,0.0,0.0,hilda,2023-10-11
patricia,4.5,2.5,0.0,0.0,arturo,2025-03-19
bibi,6.5,0.0,0.0,0.0,berta,2023-07-08
paraiso,2.0,0.0,0.0,0.0,diana,2020-11-18
concha,13.0,1.5,0.0,0.0,cesar,2021-12-01
estrella,11.5,0.0,0.0,0.0,berta,2025-08-04
clinica_central,0.5,0.5,0.0,0.0,berta,2025-04-10
tequileria,4.5,3.0,0.0,0.0,edgar,2025-12-08
hacienda,1.0,4.5,0.0,0.0,diana,2022-01-12
amparo,3.5,0.0,0.0,0.0,cesar,2022-08-23
clinica_central,5.5,0.0,0.0,0.0,berta,2023-09-08
estrella,13.5,0.0,0.0,0.0,arturo,2021-08-03
ancla,4.0,2.5,0.0,0.0,,2020-07-14
colinas,5.0,0.0,0.0,0.0,german,2024-08-30
cactus,3.0,0.5,0.0,0.0,berta,2024-05-31
xavier,4.5,0.0,0.0,0.0,ivan,2022-06-15
roberto,18.0,0.0,0.0,0.0,flor,2022-09-24
mercadito,8.5,0.0,0.0,0.0,flor,2021-12-23
bibi,11.0,0.0,0.0,0.0,,2022-10-01
lalo,28.0,1.0,0.0,0.0,,2022-05-31
villa_real,4.0,0.0,0.0,0.0,arturo,2023-06-28
chakas,2.5,2.5,0.0,0.0,arturo,2024-12-19
chayo,6.0,0.0,0.0,0.0,edgar,2024-10-25
clinica_central,2.5,0.0,0.0,0.0,german,2022-04-08
roja_2,4.0,0.0,0.0,0.0,berta,2022-10-20
villa_real,4.5,0.0,0.0,0.0,flor,2020-07-07
chakas,2.0,0.0,0.0,0.0,arturo,2024-12-31
paraiso,6.0,0.0,0.0,0.0,,2025-07-03
ancla,5.0,0.0,0.0,0.0,flor,2021-12-28
estrella,8.0,0.0,0.0,0.0,diana,2022-07-14
remedios,15.0,0.0,0.0,0.0,,2026-02-16
herreria,9.5,0.0,0.0,0.0,,2026-01-07
amparo,5.0,0.0,0.0,0.0,berta,2021-09-03
ciruela,4.0,0.0,0.0,0.0,berta,2023-09-01
ancla,9.5,0.0,0.0,0.0,flor,
socorro,4.5,1.5,0.0,0.0,,2025-10-22
pastora,4.0,0.0,0.0,0.0,german,2023-06-22
gordillo,4.0,0.5,0.0,0.0,berta,2021-06-02
tito,7.5,2.0,0.0,0.0,berta,2025-07-30
roberto,29.0,2.5,0.0,0.0,diana,2020-07-21
marta,7.0,0.0,0.0,0.0,diana,2021-03-29
xavier,6.5,0.0,0.0,0.0,flor,2025-09-23
tito,8.0,1.0,0.0,0.0,german,2023-08-30
xavier,5.5,0.0,0.0,0.0,,2023-03-06
arroyo,6.0,0.0,0.0,0.0,arturo,2023-06-07
lalo,18.5,0.0,0.0,0.0,,2024-12-19
colinas,8.0,0.0,0.0,0.0,edgar,2024-05-20
estrella,5.0,0.0,0.0,0.0,cesar,2023-06-02
cactus,12.0,0.0,0.0,0.0,berta,2024-12-16
roja_2,2.0,1.5,0.0,0.0,berta,2020-09-08
cactus,5.0,0.0,0.0,0.0,ivan,2020-09-11
arroyo,6.0,0.0,0.0,0.0,,2024-06-14
tito,7.0,0.0,0.0,0.0,,2024-05-02
marta,4.5,0.0,0.0,0.0,,2025-02-10
mercadito,7.0,0.0,0.0,0.0,cesar,2021-10-11
mercadito,12.5,0.0,0.0,0.0,diana,2023-11-07
pastora,4.5,3.0,0.0,0.0,hilda,2024-06-05
arroyo,5.5,0.0,0.0,0.0,berta,2023-04-24
roja_2,2.0,0.0,0.0,0.0,edgar,2021-08-23
concha,7.0,0.0,0.0,0.0,berta,2023-02-13
amparo,5.5,0.0,0.0,0.0,arturo,2025-06-23
mercadito,6.5,0.5,0.0,0.0,,2024-01-26
ciruela,7.0,0.5,0.0,0.0,,2025-09-17
lalo,17.5,0.0,0.0,0.0,berta,2024-07-17
arroyo,6.0,0.0,0.0,0.0,,2020-08-01
concha,3.5,0.0,0.0,0.0,,2025-04-08
colinas,5.5,0.0,0.0,0.0,ivan,2023-01-06
bibi,2.5,0.0,0.0,0.0,berta,2021-11-06
ancla,4.0,1.0,0.0,0.0,,2025-08-19
marta,7.0,12.0,0.0,0.0,cesar,2024-02-16
colinas,7.5,0.0,0.0,0.0,cesar,2025-10-22
estrella,10.5,0.0,0.0,0.0,,2021-12-08
chayo,9.0,0.0,0.0,0.0,arturo,2025-12-05
villa_real,6.0,0.0,0.0,0.0,,2021-12-18
clinica_central,0.5,0.5,0.0,0.0,berta,2024-10-28
patricia,5.0,6.5,0.0,0.0,,2025-12-10
ciruela,6.0,0.0,0.0,0.0,berta,2021-09-25
norma_l,3.0,0.0,0.0,0.0,arturo,2022-08-22
ancla,2.0,0.5,0.0,0.0,,2024-12-11
pastora,5.5,0.0,0.0,0.0,julia,2023-08-15
clinica_central,8.0,0.0,0.0,0.0,arturo,2022-10-10
ancla,5.0,0.0,0.0,0.0,diana,2020-12-19
arroyo,11.0,0.0,0.0,0.0,,2021-05-03
tequileria,4.0,0.0,0.0,0.0,cesar,2025-12-17
roberto,16.0,0.0,0.0,0.0,cesar,2024-03-18
roberto,20.5,0.0,0.0,0.0,edgar,2023-06-23
marta,11.0,2.5,0.0,0.0,arturo,2022-07-30
hacienda,2.5,0.5,0.0,0.0,,2021-11-27
mercadito,10.5,0.0,0.0,0.0,diana,2025-07-08
juarez_norte,7.0,0.0,0.0,0.0,,2021-07-02
hacienda,2.0,1.5,0.0,0.0,edgar,2021-04-02
roberto,15.5,0.0,0.0,0.0,berta,2026-02-18
hacienda,0.5,6.0,0.0,0.0,flor,2023-03-13
socorro,5.5,0.0,0.0,0.0,berta,2024-05-23
dona_mary,8.5,0.0,0.0,0.0,,2023-09-14
ciruela,5.5,4.0,0.0,0.0,arturo,2024-08-08
lalo,20.5,8.5,0.0,0.0,diana,2022-03-03
clinica_central,2.5,0.0,0.0,0.0,berta,2022-01-11
paraiso,2.0,0.0,0.0,0.0,diana,2021-02-16
roja_2,4.0,0.0,0.0,0.0,edgar,2025-02-28
chakas,5.5,0.0,0.0,0.0,diana,2022-08-25
mercadito,13.0,1.0,0.0,0.0,cesar,2024-10-02
roberto,9.5,0.0,0.0,0.0,julia,2025-06-13
bibi,4.0,6.5,0.0,0.0,cesar,2024-09-02
clinica_central,10.5,0.0,0.0,0.0,,2023-08-16
bibi,0.5,3.0,0.0,0.0,diana,2025-04-11
xavier,5.5,0.0,0.0,0.0,arturo,2026-01-06
arroyo,11.0,0.0,0.0,0.0,berta,2022-01-05
france,1.5,10.5,0.0,0.0,edgar,2021-12-15
lalo,9.5,0.5,0.0,0.0,cesar,2020-09-22
ancla,6.0,3.0,0.0,0.0,,2022-09-05
patricia,4.5,0.0,0.0,0.0,hilda,2024-03-14
roja_2,2.0,0.0,0.0,0.0,flor,2025-08-29
mercadito,6.0,1.5,0.0,0.0,german,2020-08-07
ciruela,7.0,0.0,0.0,0.0,german,2024-01-17
colinas,7.0,0.0,0.0,0.0,edgar,2023-05-08
villa_real,2.5,0.0,0.0,0.0,cesar,2024-10-02
marta,7.0,0.0,0.0,0.0,,2022-06-24
ancla,4.5,0.0,0.0,0.0,berta,2022-12-07
juarez_norte,12.0,0.0,0.0,0.0,,2025-06-13
gallito,6.0,0.5,0.0,0.0,,2025-10-13
remedios,11.0,0.0,0.0,0.0,diana,2024-04-03
escalera,7.5,0.0,0.0,0.0,,2024-10-30
patricia,4.0,0.0,0.0,0.0,,2024-03-18
juarez_norte,16.5,1.0,0.0,0.0,,2022-03-28
villa_real,6.0,0.0,0.0,0.0,,2021-07-07
arroyo,15.0,0.0,0.0,0.0,,2021-02-25
ancla,4.5,0.0,0.0,0.0,diana,2020-07-06
escalera,2.5,0.0,0.0,0.0,arturo,2025-11-05
amparo,4.5,0.5,0.0,0.0,berta,2024-05-21
patricia,5.0,0.0,0.0,0.0,hilda,2023-12-18
remedios,13.0,0.0,0.0,0.0,ivan,2021-10-13
estrella,12.5,0.0,0.0,0.0,,2024-04-09
chayo,3.5,0.0,0.0,0.0,german,2020-08-14
pastora,6.0,0.0,0.0,0.0,cesar,2022-06-06
gallito,7.5,0.0,0.0,0.0,arturo,2021-09-09
tequileria,6.5,1.0,0.0,0.0,berta,2024-01-23
escalera,7.5,0.0,0.0,0.0,arturo,2025-12-19
herreria,7.0,0.5,0.0,0.0,,2022-06-11
lalo,7.5,0.0,0.0,0.0,,2025-01-06
escalera,5.0,0.0,0.0,0.0,edgar,2023-07-12
villa_real,6.0,0.5,0.0,0.0,,2021-05-06
juarez_norte,10.5,0.0,0.0,0.0,berta,2024-12-11
lalo,13.0,0.5,0.0,0.0,german,2021-04-02
chayo,13.0,2.0,0.0,0.0,,2021-03-09
gordillo,5.0,0.0,0.0,0.0,cesar,2022-04-05
leonor,5.5,0.0,0.0,0.0,arturo,2024-04-25
